Order_ID,Order_Date,Ship_Date,Ship Mode,Customer_ID,Product_ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2016-158806,2016-01-07,2016-01-11,Standard Class,NM-18520,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",23.076,3,0.6,-10.9611
CA-2016-158806,2016-01-07,2016-01-11,Standard Class,NM-18520,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,25.92,5,0.2,9.072
US-2016-100461,2016-01-08,2016-01-12,Standard Class,JO-15145,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1565.88,6,0,407.1288
US-2016-100461,2016-01-08,2016-01-12,Standard Class,JO-15145,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,106.05,7,0,49.8435
US-2016-137295,2016-01-08,2016-01-13,Standard Class,VS-21820,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",30.828,7,0.7,-24.6624
US-2016-137295,2016-01-08,2016-01-13,Standard Class,VS-21820,OFF-AR-10001955,Office Supplies,Art,Newell 319,47.616,3,0.2,5.952
US-2016-137295,2016-01-08,2016-01-13,Standard Class,VS-21820,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,108.784,2,0.2,10.8784
CA-2016-108882,2016-01-09,2016-01-15,Standard Class,LA-16780,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,349.95,5,0,118.983
CA-2016-108882,2016-01-09,2016-01-15,Standard Class,LA-16780,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,377.928,9,0.2,141.723
CA-2016-126543,2016-01-09,2016-01-13,Second Class,MF-17665,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",15.168,2,0.2,3.792
CA-2016-116547,2016-01-10,2016-01-17,Standard Class,KB-16585,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,79.92,4,0,34.3656
CA-2016-116547,2016-01-10,2016-01-17,Standard Class,KB-16585,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,69.98,2,0,13.2962
CA-2016-163937,2016-01-10,2016-01-13,Second Class,JB-16000,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",24.85,5,0,7.7035
CA-2016-126529,2016-01-11,2016-01-13,Second Class,DE-13255,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,15.552,3,0.2,5.4432
CA-2016-126529,2016-01-11,2016-01-13,Second Class,DE-13255,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,63.312,3,0.2,20.5764
CA-2016-126529,2016-01-11,2016-01-13,Second Class,DE-13255,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,15.588,2,0.4,-9.8724
CA-2016-141887,2016-01-11,2016-01-15,Standard Class,MP-17470,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,54.992,14,0.2,8.9362
CA-2016-133368,2016-01-14,2016-01-20,Standard Class,AG-10675,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,89.568,2,0.2,32.4684
CA-2016-133368,2016-01-14,2016-01-20,Standard Class,AG-10675,FUR-FU-10003374,Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,315.776,8,0.2,31.5776
CA-2016-152072,2016-01-15,2016-01-19,Standard Class,Dp-13240,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,52.34,2,0,24.5998
CA-2016-152072,2016-01-15,2016-01-19,Standard Class,Dp-13240,OFF-AR-10001573,Office Supplies,Art,American Pencil,4.66,2,0,1.3514
CA-2016-152072,2016-01-15,2016-01-19,Standard Class,Dp-13240,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,254.97,3,0,91.7892
CA-2016-140746,2016-01-15,2016-01-15,Same Day,RC-19825,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",181.797,1,0.3,-15.5826
CA-2016-137848,2016-01-15,2016-01-21,Standard Class,WB-21850,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",16.52,4,0,7.5992
CA-2016-137848,2016-01-15,2016-01-21,Standard Class,WB-21850,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,60.12,9,0,28.8576
CA-2016-137848,2016-01-15,2016-01-21,Standard Class,WB-21850,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536,3,0.2,17.3376
CA-2016-166912,2016-01-15,2016-01-17,First Class,BE-11335,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,81.98,2,0,40.1702
CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,11.648,2,0.2,4.2224
CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3,0,11.7741
CA-2016-116736,2016-01-17,2016-01-21,Standard Class,CC-12430,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59,3,0,64.518
CA-2016-116736,2016-01-17,2016-01-21,Standard Class,CC-12430,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,29.99,1,0,13.1956
CA-2016-116736,2016-01-17,2016-01-21,Standard Class,CC-12430,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,0,66.9546
CA-2016-106558,2016-01-17,2016-01-21,Standard Class,DL-13495,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,316,4,0,31.6
US-2016-167339,2016-01-21,2016-01-23,Second Class,TD-20995,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,153.568,2,0.2,-5.7588
US-2016-167339,2016-01-21,2016-01-23,Second Class,TD-20995,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,1013.488,7,0.2,76.0116
CA-2016-111010,2016-01-22,2016-01-28,Standard Class,PG-18895,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,7.56,6,0,0.3024
US-2016-135923,2016-01-22,2016-01-28,Standard Class,CM-11935,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,14.272,8,0.2,4.2816
US-2016-135923,2016-01-22,2016-01-28,Standard Class,CM-11935,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",451.136,4,0.2,-67.6704
US-2016-135923,2016-01-22,2016-01-28,Standard Class,CM-11935,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.864,4,0.2,6.4864
CA-2016-138079,2016-01-22,2016-01-28,Standard Class,AJ-10795,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",109.9,5,0,37.366
CA-2016-146318,2016-01-22,2016-01-27,Standard Class,MC-17275,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,12.96,2,0,6.2208
CA-2016-125850,2016-01-22,2016-01-28,Standard Class,FP-14320,OFF-LA-10003498,Office Supplies,Labels,Avery 475,44.4,3,0,22.2
CA-2016-125850,2016-01-22,2016-01-28,Standard Class,FP-14320,OFF-LA-10004484,Office Supplies,Labels,Avery 476,20.65,5,0,9.499
CA-2016-148208,2016-01-22,2016-01-27,Standard Class,BT-11530,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,110.376,4,0.4,-20.2356
CA-2016-148208,2016-01-22,2016-01-27,Standard Class,BT-11530,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",55.176,3,0.2,15.8631
US-2016-155180,2016-01-22,2016-01-29,Standard Class,TB-21280,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,26.336,4,0.2,9.2176
CA-2016-113656,2016-01-23,2016-01-29,Standard Class,CB-12415,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",59.99,7,0,21.5964
US-2016-165505,2016-01-23,2016-01-27,Standard Class,CB-12535,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,99.98,2,0,42.9914
US-2016-165505,2016-01-23,2016-01-27,Standard Class,CB-12535,OFF-AR-10003477,Office Supplies,Art,4009 Highlighters,8.04,6,0,2.7336
US-2016-165505,2016-01-23,2016-01-27,Standard Class,CB-12535,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,1564.29,13,0,406.7154
CA-2016-109407,2016-01-24,2016-01-26,Second Class,HG-14965,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,31.36,4,0,15.68
CA-2016-153346,2016-01-25,2016-01-27,First Class,TB-21355,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.21,3,0,2.3025
CA-2016-153346,2016-01-25,2016-01-27,First Class,TB-21355,OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",18,5,0,8.28
CA-2016-168046,2016-01-25,2016-01-28,Second Class,JD-15895,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",43.12,5,0.2,15.092
CA-2016-168046,2016-01-25,2016-01-28,Second Class,JD-15895,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,313.722,3,0.4,-99.3453
CA-2016-168046,2016-01-25,2016-01-28,Second Class,JD-15895,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,45.98,1,0,7.8166
CA-2016-168046,2016-01-25,2016-01-28,Second Class,JD-15895,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",428.68,7,0,0
CA-2016-146437,2016-01-28,2016-02-01,Second Class,HG-14965,OFF-AR-10000588,Office Supplies,Art,Newell 345,39.68,2,0,10.3168
CA-2016-164483,2016-01-30,2016-02-03,Standard Class,JF-15490,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.456,2,0.2,5.8914
CA-2016-153661,2016-01-30,2016-01-31,First Class,SC-20725,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",305.01,9,0,76.2525
CA-2016-153661,2016-01-30,2016-01-31,First Class,SC-20725,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,50.784,2,0.2,17.7744
CA-2016-153661,2016-01-30,2016-01-31,First Class,SC-20725,OFF-LA-10004689,Office Supplies,Labels,Avery 512,26.01,9,0,12.2247
US-2016-166660,2016-01-30,2016-02-01,Second Class,TB-21250,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,435.168,4,0.2,-59.8356
US-2016-166660,2016-01-30,2016-02-01,Second Class,TB-21250,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,48.58,1,0,7.7728
CA-2016-114944,2016-01-30,2016-02-04,Standard Class,HE-14800,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,156.512,4,0.2,52.8228
CA-2016-168032,2016-01-30,2016-02-03,Standard Class,DF-13135,TEC-PH-10004241,Technology,Phones,Nokia Lumia 1020,1439.968,4,0.2,143.9968
CA-2016-168032,2016-01-30,2016-02-03,Standard Class,DF-13135,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,1.728,3,0.8,-2.6784
CA-2016-168032,2016-01-30,2016-02-03,Standard Class,DF-13135,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,626.1,3,0.5,-538.446
CA-2016-129238,2016-01-31,2016-02-04,Standard Class,SC-20050,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,109.592,1,0.2,8.2194
CA-2016-129238,2016-01-31,2016-02-04,Standard Class,SC-20050,OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,56.7,5,0,27.783
CA-2016-147970,2016-01-31,2016-02-02,Second Class,AB-10150,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,15.552,3,0.2,5.4432
CA-2016-158043,2016-01-31,2016-02-04,Second Class,JK-15325,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,23.36,2,0,11.68
CA-2016-159891,2016-01-31,2016-02-06,Standard Class,BF-11170,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1270.99,1,0,635.495
CA-2016-159891,2016-01-31,2016-02-06,Standard Class,BF-11170,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",125.36,8,0,58.9192
US-2016-140809,2016-02-01,2016-02-03,First Class,CK-12760,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45,5,0,14.677
CA-2016-154067,2016-02-01,2016-02-07,Standard Class,SM-20950,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,105.52,4,0,48.5392
CA-2016-147431,2016-02-02,2016-02-07,Standard Class,AB-10105,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",117.96,2,0,5.898
CA-2016-158841,2016-02-02,2016-02-04,Second Class,SE-20110,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",8749.95,5,0,2799.984
CA-2016-158841,2016-02-02,2016-02-04,Second Class,SE-20110,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,36.4,8,0,18.2
CA-2016-158841,2016-02-02,2016-02-04,Second Class,SE-20110,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,18.69,7,0,7.1022
CA-2016-144645,2016-02-02,2016-02-08,Standard Class,NS-18640,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",73.784,2,0.6,-77.4732
CA-2016-118514,2016-02-03,2016-02-10,Standard Class,LC-17050,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,0,225.264
CA-2016-117912,2016-02-04,2016-02-08,Standard Class,TB-21520,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.368,2,0.2,3.9512
CA-2016-150077,2016-02-04,2016-02-10,Standard Class,MS-17365,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,90.48,2,0,23.5248
CA-2016-101189,2016-02-04,2016-02-09,Standard Class,JB-15400,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,93.02,2,0,3.7208
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",80.98,1,0,1.6196
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,348.84,9,0,170.9316
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,9.45,5,0,0.189
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",18.84,3,0,7.1592
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",239.98,2,0,52.7956
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,167.96,2,0,78.9412
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3,0,28.3095
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,484.83,3,0,126.0558
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3,0,60.2553
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,3,0,1.5444
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,342.37,7,0,160.9139
CA-2016-100993,2016-02-05,2016-02-10,Standard Class,AZ-10750,OFF-LA-10003223,Office Supplies,Labels,Avery 508,14.73,3,0,7.2177
CA-2016-100993,2016-02-05,2016-02-10,Standard Class,AZ-10750,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",186.54,3,0,50.3658
CA-2016-100993,2016-02-05,2016-02-10,Standard Class,AZ-10750,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,557.728,4,0.2,6.9716
CA-2016-100993,2016-02-05,2016-02-10,Standard Class,AZ-10750,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,159.968,4,0.2,-31.9936
CA-2016-125017,2016-02-06,2016-02-11,Standard Class,KB-16240,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",132.224,4,0.2,-18.1808
CA-2016-106894,2016-02-07,2016-02-07,Same Day,CA-12265,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4,0,21
CA-2016-106894,2016-02-07,2016-02-07,Same Day,CA-12265,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,7.83,3,0,3.6018
CA-2016-161662,2016-02-07,2016-02-09,First Class,BE-11410,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,30.352,2,0.2,10.6232
CA-2016-135461,2016-02-07,2016-02-10,Second Class,EB-13975,TEC-PH-10004094,Technology,Phones,Motorola L703CM,623.96,5,0.2,38.9975
CA-2016-109344,2016-02-08,2016-02-11,Second Class,CH-12070,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1127.976,3,0.2,126.8973
CA-2016-163048,2016-02-08,2016-02-15,Standard Class,MH-17440,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,241.5,4,0.3,0
US-2016-112396,2016-02-09,2016-02-13,Standard Class,JR-16210,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,89.97,3,0,39.5868
US-2016-112396,2016-02-09,2016-02-13,Standard Class,JR-16210,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86,2,0,11.151
CA-2016-164938,2016-02-11,2016-02-13,First Class,PB-19210,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,69.93,7,0,0.6993
CA-2016-110492,2016-02-12,2016-02-14,First Class,JS-15880,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,1350.12,6,0,175.5156
CA-2016-110492,2016-02-12,2016-02-14,First Class,JS-15880,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,4,0,7.4824
CA-2016-112942,2016-02-13,2016-02-18,Standard Class,RD-19810,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82,3,0,73.41
CA-2016-134334,2016-02-14,2016-02-15,First Class,DK-13090,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",4.77,1,0,2.1465
CA-2016-134334,2016-02-14,2016-02-15,First Class,DK-13090,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,7.98,3,0,2.0748
CA-2016-134334,2016-02-14,2016-02-15,First Class,DK-13090,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,550.431,3,0.3,-47.1798
CA-2016-134334,2016-02-14,2016-02-15,First Class,DK-13090,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,10.56,6,0,4.6464
CA-2016-146150,2016-02-14,2016-02-19,Standard Class,FM-14380,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,264.18,7,0,68.6868
US-2016-162859,2016-02-15,2016-02-22,Standard Class,PG-18820,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,3,0.2,124.485
US-2016-162859,2016-02-15,2016-02-22,Standard Class,PG-18820,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72,4,0,3.5752
CA-2016-168956,2016-02-16,2016-02-20,Standard Class,EA-14035,OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,92.064,6,0.8,-225.5568
CA-2016-168956,2016-02-16,2016-02-20,Standard Class,EA-14035,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,6.976,4,0.2,1.8312
CA-2016-168956,2016-02-16,2016-02-20,Standard Class,EA-14035,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",62.958,3,0.3,-2.6982
CA-2016-168956,2016-02-16,2016-02-20,Standard Class,EA-14035,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,5.184,1,0.2,1.8144
CA-2016-134138,2016-02-16,2016-02-20,Standard Class,JD-15790,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,227.96,2,0,36.4736
CA-2016-108105,2016-02-16,2016-02-23,Standard Class,GW-14605,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,318.08,4,0,34.9888
CA-2016-108105,2016-02-16,2016-02-23,Standard Class,GW-14605,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,5.8,1,0,2.61
CA-2016-105781,2016-02-16,2016-02-20,Standard Class,JF-15565,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,326.646,3,0.1,39.9234
CA-2016-105781,2016-02-16,2016-02-20,Standard Class,JF-15565,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,89.97,3,0,39.5868
CA-2016-123274,2016-02-19,2016-02-24,Standard Class,GT-14710,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0,14.6718
CA-2016-123274,2016-02-19,2016-02-24,Standard Class,GT-14710,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0,9.7176
CA-2016-101630,2016-02-19,2016-02-23,Second Class,CK-12760,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,8.67,3,0,4.0749
CA-2016-101630,2016-02-19,2016-02-23,Second Class,CK-12760,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,25.71,3,0,6.6846
CA-2016-106460,2016-02-19,2016-02-22,Second Class,GT-14710,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,70.88,2,0,33.3136
CA-2016-166485,2016-02-20,2016-02-27,Standard Class,AH-10210,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",16.496,2,0.2,5.5674
CA-2016-139010,2016-02-21,2016-02-26,Second Class,MC-17635,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,12.99,1,0,0.7794
CA-2016-139010,2016-02-21,2016-02-26,Second Class,MC-17635,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",18.56,4,0.2,6.496
CA-2016-139010,2016-02-21,2016-02-26,Second Class,MC-17635,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15,5,0,8.983
CA-2016-139010,2016-02-21,2016-02-26,Second Class,MC-17635,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,31.248,7,0.2,10.9368
US-2016-168410,2016-02-21,2016-02-26,Standard Class,BV-11245,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,68.95,5,0,28.959
